Age,Income,Family,ZIP Code,Education,CCAvg,Experience,Personal Loan,Mortgage,Securities Account,CD Account,Online,CreditCard
33,58,4,95616,2,2/20,7,No,0,No,No,Yes,Yes
56,54,4,91380,1,2/10,31,No,0,No,No,Yes,No
54,45,4,92182,2,0/90,30,No,0,No,No,No,Yes
37,123,1,94720,2,2/30,11,Yes,0,Yes,Yes,Yes,No
38,93,1,95616,1,5/20,12,No,267,No,No,Yes,No
34,102,4,92115,2,2/20,9,No,0,No,No,Yes,No
53,39,3,92626,1,1/50,29,No,0,No,No,Yes,No
65,114,4,94608,2,3/40,40,No,0,No,No,No,Yes
62,29,1,91030,3,0/30,37,No,0,No,No,No,Yes
51,30,3,91116,2,0/60,25,No,144,No,No,No,Yes
31,22,1,91401,3,0/60,5,No,0,No,No,No,No
64,38,2,94305,1,0/30,38,No,186,No,No,Yes,Yes
39,41,2,90028,1,1/70,15,No,0,No,No,No,No
28,161,4,92646,3,1/70,3,Yes,422,No,Yes,Yes,Yes
60,38,3,94701,2,0/50,35,No,0,No,No,Yes,Yes
47,25,1,93106,3,0/90,23,No,0,No,No,Yes,No
25,70,4,93010,1,2/60,1,No,218,No,No,Yes,No
44,201,2,95819,1,8/80,19,No,0,No,No,Yes,Yes
51,42,2,92103,3,0/60,26,No,0,No,No,Yes,Yes
31,64,1,94720,1,1/20,7,No,0,No,No,Yes,No
32,28,4,90034,3,1/10,7,No,0,No,No,No,No
51,119,1,93940,1,4/90,25,No,208,No,No,Yes,Yes
25,28,1,94596,3,1/00,1,No,0,No,No,Yes,No
43,60,3,94104,3,2/10,19,No,0,No,No,Yes,No
54,23,1,93955,2,1/50,29,No,0,No,No,No,No
34,164,4,94720,3,7/40,8,Yes,0,No,No,Yes,No
54,39,2,95211,1,0/80,30,No,0,No,No,No,Yes
42,19,2,92115,3,0/00,17,No,85,No,No,Yes,Yes
46,72,2,93108,3,0/80,20,No,0,No,No,Yes,Yes
62,41,3,95060,3,0/90,37,No,0,No,No,Yes,Yes
31,32,2,92123,2,0/30,5,No,130,No,No,Yes,No
30,69,1,94302,2,0/80,5,No,0,No,No,Yes,No
52,23,3,95828,1,0/40,28,No,0,No,No,Yes,No
35,44,4,92009,1,0/20,9,No,0,No,No,Yes,No
60,32,3,92407,2,0/40,36,No,165,No,No,Yes,No
58,25,2,90059,1,0/30,34,No,123,No,No,Yes,No
40,83,1,92350,2,0/80,16,No,230,Yes,No,Yes,No
49,133,1,94304,1,7/30,23,No,0,No,No,Yes,Yes
43,89,1,92780,2,0/10,18,No,307,No,No,No,Yes
33,81,2,92122,3,4/50,7,No,187,No,Yes,Yes,Yes
36,44,2,91040,2,1/10,11,No,85,No,No,Yes,No
62,119,2,94720,1,2/00,36,No,0,No,No,No,No
57,39,4,92182,1,0/90,32,No,147,No,No,No,No
64,40,2,92122,3,1/00,38,No,0,No,No,No,No
52,79,3,95817,1,0/80,26,No,183,No,No,No,No
54,30,4,95616,2,0/70,28,No,0,No,No,Yes,No
40,179,1,90025,3,2/60,14,Yes,0,No,No,Yes,No
30,178,2,94063,1,6/70,5,No,0,No,No,No,No
55,82,4,94720,2,3/80,30,No,0,No,No,Yes,No
39,50,2,91768,2,2/40,13,No,0,No,No,No,No
55,64,2,94306,2,1/90,30,No,0,No,No,No,No
28,129,1,92115,1,1/50,4,No,0,No,No,No,Yes
44,68,4,93943,1,2/90,18,No,0,Yes,No,No,No
46,30,1,92697,3,1/40,21,No,112,Yes,No,No,No
61,48,3,94025,1,1/50,36,No,0,No,No,No,Yes
61,130,1,92717,1,1/30,36,No,257,No,No,No,No
45,40,1,92886,3,0/50,20,No,0,Yes,No,Yes,No
38,105,2,94708,1,1/90,14,No,0,No,No,Yes,No
29,41,4,92626,1,0/20,3,No,0,No,No,Yes,No
52,168,3,90404,3,6/50,28,Yes,118,No,No,Yes,No
38,80,2,92868,1,2/70,14,No,0,No,No,Yes,No
28,134,2,96091,1,3/10,3,No,0,No,No,Yes,No
34,49,1,94025,3,2/50,9,No,0,No,No,No,No
35,63,2,92697,1,1/80,9,No,0,No,No,Yes,No
46,70,4,94701,1,1/90,22,No,212,No,No,No,Yes
63,32,3,93117,2,0/70,37,No,141,No,No,No,No
33,14,3,95133,3,0/90,9,No,114,No,No,No,No
38,111,2,92028,1,6/10,14,No,326,No,No,No,No
53,38,4,94105,2,2/80,27,No,144,Yes,No,Yes,No
28,121,2,92096,1,2/00,2,No,341,No,No,Yes,No
44,90,4,95616,3,2/60,18,No,0,No,No,Yes,No
58,178,2,92009,2,6/00,31,Yes,0,No,No,Yes,No
38,20,4,94024,2,0/40,14,No,79,No,No,Yes,Yes
48,61,2,91380,1,1/70,24,No,229,No,No,No,Yes
33,43,4,96064,1,0/80,7,No,0,No,No,No,No
66,39,1,94590,2,1/90,42,No,0,No,No,Yes,Yes
59,60,4,90048,1,2/10,34,No,234,No,No,Yes,Yes
40,63,3,93407,1,3/00,15,No,0,Yes,No,Yes,No
36,8,4,93401,3,0/20,11,No,81,No,No,No,Yes
62,52,4,95616,2,1/30,38,No,0,No,No,Yes,Yes
51,92,4,92121,1,3/00,27,Yes,0,No,Yes,Yes,Yes
58,111,2,90212,1,1/40,32,No,298,No,No,Yes,No
52,71,1,92037,3,1/40,26,No,0,No,No,No,No
41,25,2,92182,2,0/10,16,No,91,Yes,No,No,No
31,34,1,94558,3,1/90,5,No,156,No,No,Yes,No
28,74,3,94720,3,2/60,3,No,0,No,No,No,No
57,120,2,95616,1,2/00,31,No,0,No,No,No,Yes
61,50,4,95125,2,1/30,37,No,0,No,No,No,Yes
60,10,2,92121,1,1/00,36,No,0,No,No,Yes,Yes
56,45,4,90095,2,2/50,29,No,113,No,No,Yes,No
49,29,4,94551,1,1/80,23,No,0,No,No,Yes,Yes
63,145,2,94025,1,6/90,37,No,0,No,No,Yes,No
49,100,2,95403,1,6/30,23,No,0,No,No,No,No
49,24,3,95678,1,0/40,25,No,0,No,No,Yes,No
32,60,1,95816,1,1/20,8,No,0,No,No,Yes,Yes
26,50,4,95616,2,0/60,1,No,0,No,No,No,No
27,43,3,95120,2,1/10,1,No,0,No,No,No,No
57,79,3,91335,1,4/40,31,No,0,No,No,No,Yes
29,44,3,95819,2,0/10,5,No,0,No,No,Yes,Yes
56,31,4,90024,3,1/50,30,No,0,No,No,Yes,No
59,14,2,94305,1,1/00,35,No,107,No,No,Yes,No
53,19,4,94608,1,0/80,28,No,106,No,No,No,Yes
54,111,1,93023,2,1/10,29,Yes,0,No,No,Yes,No
56,90,1,94402,2,1/90,30,No,0,No,No,Yes,No
50,21,2,90274,3,0/70,25,No,129,No,No,No,No
51,104,1,94949,2,4/20,25,Yes,0,No,No,Yes,No
53,75,1,94303,2,1/90,27,No,0,No,No,Yes,No
37,175,2,92037,1,7/80,12,No,297,No,No,Yes,Yes
32,98,1,95929,1,4/20,7,Yes,171,Yes,Yes,No,No
49,41,4,95521,1,0/10,23,No,153,No,No,Yes,No
34,171,2,90212,2,2/20,8,Yes,569,No,No,Yes,No
54,79,4,92630,2,1/60,30,No,0,No,No,Yes,No
64,24,4,94117,2,0/60,39,No,0,No,No,No,No
58,90,1,95039,2,3/60,34,Yes,0,No,No,No,No
50,9,2,91911,1,0/00,25,No,0,Yes,No,No,No
38,15,2,90245,2,0/10,13,No,90,No,No,Yes,No
48,80,1,91343,1,2/70,24,No,0,No,No,Yes,No
41,63,1,95060,3,0/70,15,No,79,No,No,No,Yes
32,20,1,93106,3,0/50,8,No,102,No,No,Yes,No
46,43,2,92120,3,2/10,22,No,0,Yes,Yes,Yes,Yes
39,65,1,95822,3,1/50,15,No,0,No,No,No,No
39,91,2,93907,2,1/70,15,No,151,No,No,No,No
63,53,1,93940,1,0/80,39,No,0,No,No,No,No
58,110,3,94143,2,1/70,32,No,0,No,No,No,No
28,82,3,92831,1,1/50,4,No,103,No,No,Yes,No
36,23,4,94553,3,0/20,11,No,0,No,No,Yes,No
43,172,2,95136,1,6/67,19,No,0,No,No,Yes,No
36,88,2,90212,1,2/70,12,No,0,No,No,Yes,No
44,71,2,93943,3,0/80,18,No,0,No,No,Yes,No
31,180,1,94720,3,2/90,5,Yes,144,Yes,No,No,No
45,39,2,92521,3,2/10,21,No,184,No,No,No,Yes
39,94,1,90401,3,1/50,13,No,0,No,No,No,Yes
43,25,3,94126,2,1/00,16,No,0,No,No,Yes,No
40,10,2,94708,3,0/00,15,No,102,No,No,Yes,No
30,42,1,94305,1,1/00,5,No,184,No,No,No,No
58,142,2,92333,1,3/90,33,No,0,No,No,No,Yes
46,34,2,92373,1,1/30,21,No,0,No,No,Yes,No
35,139,1,90024,1,4/60,10,No,0,No,No,No,No
30,154,2,95621,1,4/50,4,No,207,No,No,Yes,No
34,40,2,91768,3,2/00,8,No,89,No,No,No,No
62,33,1,93907,3,1/50,32,No,140,No,No,Yes,Yes
58,80,2,90095,1,1/60,34,No,0,No,No,Yes,Yes
45,10,3,92037,2,0/67,18,No,100,No,No,Yes,No
42,41,3,90401,3,0/50,16,No,0,No,No,Yes,No
60,30,4,93711,1,1/30,36,No,118,No,No,Yes,Yes
55,78,1,95521,3,0/80,29,No,190,No,No,Yes,No
45,164,1,90638,1,5/00,21,No,0,No,No,No,Yes
52,23,1,92780,3,0/40,27,No,0,No,No,No,No
31,149,1,92624,1,6/00,7,No,0,No,No,No,No
60,25,4,94132,3,0/70,34,No,0,No,No,Yes,No
33,42,1,95010,3,2/10,9,No,0,No,No,Yes,No
37,71,1,91302,1,2/50,11,No,185,No,No,Yes,Yes
59,114,3,94606,2,4/20,34,Yes,0,No,No,Yes,No
51,70,1,91320,2,2/80,26,No,0,No,No,Yes,Yes
47,149,4,92675,1,6/10,23,Yes,0,No,No,No,Yes
60,55,4,94998,2,2/50,33,No,0,No,No,Yes,No
61,29,1,93065,1,1/30,36,No,0,No,No,No,No
64,123,1,90840,1,3/80,40,No,0,No,No,Yes,Yes
46,152,1,95814,3,7/40,20,Yes,374,No,Yes,Yes,Yes
31,8,4,95131,2,0/70,7,No,0,No,No,No,No
57,69,4,94710,1,0/70,32,No,245,No,No,No,No
48,161,4,96003,3,7/90,23,Yes,310,No,No,No,No
48,79,1,94024,2,0/20,23,No,0,No,No,No,No
35,105,1,92780,1,4/60,10,No,0,No,No,No,No
33,39,3,95032,1,2/30,8,No,0,No,No,No,No
47,163,1,92653,1,5/00,23,No,0,No,No,No,No
46,9,1,94005,1,0/20,20,No,0,No,No,Yes,No
44,71,4,91006,3,2/00,20,No,0,No,No,No,Yes
42,51,3,92868,3,2/10,18,No,0,No,No,No,No
50,32,1,90277,3,1/40,24,No,167,No,No,No,No
52,161,4,93108,1,4/30,26,Yes,0,No,Yes,Yes,Yes
53,60,1,90049,1,0/20,27,No,0,No,No,Yes,No
37,35,4,92521,2,1/00,10,No,0,No,No,No,No
64,41,4,94305,2,1/20,40,No,0,No,No,Yes,No
46,73,2,92648,1,1/70,22,No,216,No,No,Yes,No
57,49,4,94305,1,1/50,33,No,214,Yes,Yes,Yes,Yes
61,79,2,94024,1,2/00,35,No,194,No,No,Yes,Yes
42,120,2,93407,1,7/50,18,No,0,Yes,No,No,No
40,60,2,94501,1,3/20,16,No,0,No,No,No,No
33,78,3,95051,2,0/60,8,No,0,No,No,Yes,No
50,40,4,95138,2,1/10,26,No,131,No,No,No,No
52,110,2,94501,3,5/40,26,Yes,204,Yes,Yes,Yes,No
35,160,4,92093,3,5/70,11,Yes,0,Yes,No,No,No
57,68,4,94542,1,0/70,32,No,191,No,No,Yes,Yes
56,49,2,92182,3,1/60,31,No,103,No,No,Yes,No
44,65,2,92037,1,2/50,20,No,0,No,No,Yes,No
33,62,3,92093,1,2/30,8,No,98,No,No,No,Yes
48,152,1,95616,1,0/00,22,No,0,No,No,No,No
45,42,3,95126,2,2/50,18,No,0,No,No,No,No
54,39,4,90245,2,0/70,28,No,0,No,No,Yes,No
42,111,3,94304,1,3/00,17,Yes,0,Yes,Yes,No,Yes
47,82,3,94109,1,2/10,21,No,0,No,No,No,No
61,108,4,93943,2,3/40,36,No,0,No,No,Yes,No
53,59,2,92038,3,0/80,27,No,0,No,No,Yes,No
56,61,3,93106,1,2/50,30,No,193,No,No,Yes,No
33,78,4,95819,2,2/00,6,No,0,Yes,No,Yes,No
44,18,2,93943,3,0/10,18,No,0,No,No,Yes,No
63,113,4,94611,3,1/70,37,No,0,No,No,Yes,Yes
47,62,1,92521,2,2/67,20,No,0,No,No,Yes,No
50,81,1,94720,1,4/90,24,No,248,No,No,Yes,No
49,13,3,95054,1,0/40,25,No,106,No,No,Yes,No
34,75,1,94303,1,2/80,9,No,194,No,No,No,No
40,33,2,95616,3,0/80,14,No,89,No,No,Yes,No
38,179,1,93943,1,4/10,13,No,0,No,No,Yes,No
51,69,3,94005,2,2/00,26,No,0,No,No,Yes,No
28,45,1,94025,3,1/00,4,No,0,No,No,Yes,No
52,59,3,95762,2,3/00,26,No,0,No,No,Yes,No
39,81,2,94309,1,2/80,13,No,0,No,No,Yes,No
29,133,1,90095,1,5/40,5,No,212,No,No,Yes,No
54,81,2,92096,3,0/00,29,No,0,No,No,Yes,No
63,14,4,92630,2,0/40,38,No,86,No,No,Yes,Yes
40,28,2,94061,3,0/80,14,No,0,No,No,No,No
36,93,2,95125,1,2/20,12,No,0,No,No,Yes,No
45,191,3,92007,3,2/60,20,Yes,123,No,No,No,No
61,155,1,91605,1,2/90,37,No,0,No,No,Yes,No
33,68,4,92407,1,1/30,8,No,0,No,No,Yes,No
64,52,2,95060,1,1/10,40,No,226,No,No,No,No
43,51,1,94025,3,0/70,17,No,0,No,No,No,No
30,121,2,94555,1,3/10,5,No,408,No,No,Yes,No
60,49,4,94965,1,2/20,36,No,204,Yes,No,Yes,No
50,42,2,91784,3,1/00,26,No,78,Yes,No,Yes,No
40,144,1,91040,1,4/10,15,No,0,No,No,No,No
31,72,1,94583,2,2/60,6,No,0,No,No,Yes,No
30,44,1,94304,1,1/50,4,No,109,No,No,No,No
60,43,3,91763,3,0/90,35,No,175,No,No,No,No
39,74,1,93063,2,0/10,14,No,144,Yes,No,Yes,No
66,145,1,90009,1,2/50,41,No,0,No,No,Yes,No
65,158,2,92346,1,2/10,41,No,0,No,No,No,No
54,78,4,91311,1,4/90,28,No,0,No,No,No,No
54,154,1,95014,2,2/40,29,Yes,352,No,No,Yes,No
35,105,2,90064,3,4/50,9,No,0,No,No,No,No
32,100,3,92126,2,0/60,7,No,0,No,No,Yes,No
63,58,1,94112,2,0/00,39,No,0,No,No,Yes,No
60,113,1,94507,1,0/90,35,No,406,No,No,Yes,No
43,10,2,91902,2,0/10,18,No,0,Yes,No,No,Yes
59,142,2,94080,1,2/70,33,No,0,No,No,No,No
62,128,1,92093,1,2/50,37,No,0,No,No,No,No
30,131,3,92068,3,0/50,5,Yes,0,No,No,No,No
54,88,4,92647,2,1/00,30,No,122,No,No,Yes,No
30,101,2,90245,1,0/60,6,No,0,No,No,Yes,No
31,70,2,92115,3,1/75,1,No,0,No,Yes,Yes,Yes
44,122,1,91765,1,0/30,20,No,0,Yes,No,Yes,No
32,70,3,91423,1,1/50,8,No,0,No,No,Yes,No
63,148,2,93023,3,4/30,38,Yes,0,No,No,Yes,No
57,43,2,92704,3,2/10,32,No,166,No,No,Yes,No
60,31,1,95060,3,1/50,30,No,0,No,No,Yes,No
37,35,2,94609,3,0/80,11,No,0,No,No,No,No
53,81,4,90032,3,2/60,27,No,0,No,No,Yes,No
51,19,1,95812,3,1/40,25,No,98,No,No,No,No
30,98,4,92028,3,1/80,5,No,129,Yes,Yes,Yes,Yes
28,101,4,90280,3,2/10,2,No,0,No,No,Yes,No
50,81,2,95053,3,0/40,24,No,0,No,No,No,No
52,135,1,93561,1,0/60,27,No,452,No,No,Yes,No
56,34,2,94542,2,0/70,30,No,0,No,No,Yes,No
40,104,1,91730,1,3/40,16,No,249,No,No,No,No
64,29,3,90245,2,0/70,38,No,0,No,No,Yes,No
61,119,2,95064,2,5/40,36,Yes,0,No,No,Yes,No
46,82,2,90230,2,1/70,20,No,0,No,No,Yes,Yes
55,62,1,90089,1,0/20,29,No,0,No,No,Yes,No
45,85,3,94720,1,2/10,19,No,0,No,No,Yes,Yes
40,8,2,94960,2,0/10,15,No,0,No,No,No,No
63,78,4,91711,3,1/70,37,No,0,No,No,Yes,No
57,44,3,93407,2,0/50,32,No,0,No,No,Yes,No
38,122,2,95819,1,8/00,14,No,0,No,No,Yes,Yes
37,22,3,90035,2,0/10,11,No,114,No,No,No,No
31,39,4,94590,2,2/20,5,No,0,No,No,Yes,Yes
50,55,1,94305,2,1/60,26,No,0,No,No,Yes,No
42,144,2,94063,1,6/10,18,No,158,No,No,No,No
51,71,1,92521,2,2/60,27,No,0,No,No,No,Yes
38,191,2,91710,1,3/00,13,No,0,No,No,Yes,No
53,22,1,92831,2,0/50,26,No,100,No,No,Yes,No
43,158,1,90740,1,2/40,17,No,0,No,No,Yes,No
35,131,3,90089,3,0/30,9,Yes,0,No,Yes,Yes,Yes
49,75,1,95670,2,2/80,24,No,160,No,No,No,Yes
28,69,3,94305,2,0/70,4,No,170,No,No,No,No
51,39,2,94304,1,0/80,27,No,0,No,No,No,No
39,34,4,94939,1,1/70,14,No,0,No,No,Yes,Yes
31,32,1,91320,1,1/70,7,No,0,No,No,Yes,No
44,129,1,92028,1,5/70,18,No,0,No,No,Yes,No
46,158,3,92870,1,5/40,20,Yes,432,No,No,No,Yes
42,54,1,90089,1,1/80,18,No,0,No,No,Yes,No
41,34,1,92182,2,2/00,17,No,0,No,No,No,No
59,68,2,95064,3,2/30,33,No,0,Yes,No,No,No
47,53,1,95929,2,1/50,21,No,0,No,No,Yes,No
48,32,1,93302,1,0/10,23,No,0,No,No,No,Yes
58,173,2,92121,3,7/20,33,Yes,0,No,No,Yes,No
58,31,4,92126,1,0/40,34,No,0,No,No,No,No
54,72,2,94558,1,3/70,29,No,144,No,No,Yes,No
49,30,4,90212,2,0/40,24,No,157,No,Yes,Yes,Yes
63,138,1,92675,1,2/50,38,No,0,No,No,Yes,No
62,18,1,92028,2,1/50,37,No,127,No,No,No,No
45,69,1,90840,1,2/80,19,No,220,No,No,Yes,Yes
39,58,3,94555,1,2/10,13,No,247,No,No,Yes,No
58,63,4,90007,1,1/50,34,No,0,No,No,Yes,No
56,43,2,90401,1,0/30,30,No,0,Yes,No,No,No
29,28,1,96651,3,0/20,5,No,0,No,No,Yes,No
33,38,1,93106,3,2/10,9,No,133,No,No,No,No
55,72,3,93107,2,0/30,29,No,147,No,No,No,No
56,64,4,94126,1,0/90,31,No,0,No,No,Yes,No
36,70,3,92131,2,2/60,12,No,165,No,No,Yes,No
53,12,1,95621,1,0/30,29,No,0,No,No,No,No
57,159,2,94577,1,0/50,31,No,0,No,No,No,No
35,103,2,95120,3,4/50,9,No,0,No,No,Yes,No
43,42,1,91330,3,0/30,18,No,0,No,No,Yes,No
54,48,2,92182,3,2/10,29,No,142,No,No,Yes,No
29,49,1,90266,1,1/50,3,No,0,No,No,No,No
39,89,2,95762,1,0/40,14,No,0,No,No,Yes,No
32,22,4,94583,2,0/70,8,No,0,No,No,Yes,Yes
51,10,2,92121,1,0/20,27,No,86,No,No,No,No
50,38,1,95616,2,1/30,25,No,120,No,No,No,Yes
54,49,2,92703,3,2/10,29,No,95,No,No,Yes,Yes
38,30,2,91765,3,1/40,12,No,0,No,No,No,Yes
32,82,1,94305,2,2/60,7,No,240,No,Yes,Yes,Yes
62,82,1,94086,3,0/80,37,No,312,No,No,Yes,No
57,24,1,94501,2,0/10,33,No,0,No,No,No,No
47,32,4,92251,1,0/60,23,No,156,No,No,Yes,Yes
51,34,3,95819,3,0/90,25,No,111,No,No,Yes,No
54,195,2,93117,2,4/75,27,Yes,477,No,No,No,No
26,61,4,93943,1,2/20,1,No,119,No,No,No,No
37,22,3,93711,2,0/10,11,No,0,No,No,Yes,Yes
63,50,2,93943,1,2/80,38,No,205,No,No,No,No
62,35,2,94501,3,0/70,36,No,0,Yes,No,No,Yes
59,64,3,95617,2,0/30,33,No,0,No,No,No,No
32,49,3,94080,1,2/30,7,No,0,No,No,Yes,No
35,44,4,95045,2,1/00,8,No,192,No,No,No,Yes
56,65,2,93403,1,3/70,31,No,0,No,No,Yes,No
55,13,4,93943,1,0/70,31,No,0,No,No,Yes,No
31,84,1,91320,3,2/90,5,No,105,No,No,No,Yes
54,28,4,92093,2,0/20,29,No,101,No,No,Yes,No
58,108,3,95123,1,4/40,32,No,0,No,No,Yes,No
48,59,1,90401,1,0/00,24,No,144,No,No,Yes,No
48,163,1,95819,1,2/40,22,No,396,No,No,Yes,No
33,183,2,91320,3,8/80,9,Yes,582,No,No,Yes,No
36,69,4,90024,3,4/00,6,No,0,No,No,Yes,No
41,115,1,92333,1,7/00,16,No,0,No,No,No,No
55,130,4,92646,1,6/50,31,Yes,0,No,No,No,Yes
63,185,2,94309,2,7/90,37,Yes,358,No,No,Yes,No
53,118,2,94066,1,0/30,29,No,0,No,No,Yes,No
38,163,1,95039,1,4/10,13,No,0,No,No,No,No
46,140,2,93106,1,6/30,20,No,380,No,No,Yes,Yes
59,91,2,94122,2,0/70,33,No,0,No,No,Yes,Yes
56,61,4,92646,3,1/30,31,No,0,No,No,Yes,Yes
59,168,4,95521,2,4/10,35,Yes,0,No,No,Yes,No
39,69,3,90630,2,0/90,13,No,0,No,No,No,No
47,22,1,92037,1,0/20,21,No,104,No,No,No,No
47,53,1,92691,1,0/30,22,No,213,No,No,No,No
53,25,2,92123,2,1/00,26,No,0,No,Yes,Yes,Yes
36,115,4,91765,2,2/20,9,Yes,0,No,No,No,No
34,31,4,92521,3,1/10,9,No,85,Yes,Yes,Yes,Yes
36,83,1,94705,3,2/80,10,No,0,No,No,No,Yes
60,152,2,92807,1,6/90,34,No,0,No,No,No,No
45,30,1,96003,1,0/10,20,No,0,No,No,Yes,No
27,34,1,90065,3,0/20,3,No,0,No,No,Yes,Yes
47,44,1,95821,3,1/40,22,No,0,No,No,Yes,Yes
44,182,2,94710,1,7/60,20,No,0,No,No,No,No
54,44,3,95616,1,1/50,30,No,117,No,No,Yes,No
57,122,2,94301,1,6/00,33,No,153,Yes,Yes,Yes,Yes
52,35,4,94550,1,1/80,26,No,0,No,No,Yes,No
51,91,1,92407,3,0/80,25,No,0,No,No,No,No
57,30,2,94024,2,2/00,32,No,0,No,No,No,No
65,53,1,94608,3,2/50,39,No,0,No,No,Yes,No
58,28,1,94720,3,0/30,33,No,0,No,No,Yes,No
64,85,4,94720,2,3/40,39,No,200,No,No,Yes,No
52,28,2,93907,2,0/70,26,No,90,No,No,Yes,Yes
58,41,4,91016,1,0/40,34,No,177,No,No,Yes,No
52,154,1,90650,3,5/00,22,Yes,0,Yes,Yes,Yes,No
43,41,1,92831,3,0/30,18,No,0,No,No,Yes,No
56,33,3,95014,1,1/50,32,No,0,No,No,No,No
37,182,3,94523,3,5/80,12,Yes,0,No,No,Yes,No
53,59,2,90740,3,0/80,27,No,0,No,No,Yes,No
27,129,2,90009,1,3/30,2,No,0,Yes,No,No,No
53,35,3,94583,3,0/90,27,No,136,No,No,Yes,No
42,185,3,94705,2,2/20,16,Yes,0,Yes,Yes,Yes,Yes
58,45,4,93943,2,1/30,34,No,201,No,No,No,No
36,62,4,94065,2,0/10,12,No,145,No,No,No,No
53,183,3,96008,3,8/20,28,Yes,467,No,Yes,Yes,Yes
48,14,2,94303,3,0/10,22,No,0,No,No,Yes,No
54,53,1,94002,3,2/20,28,No,0,No,No,Yes,Yes
26,48,3,94019,3,2/60,1,No,169,No,No,No,No
50,128,2,92780,1,0/40,26,No,0,No,No,Yes,No
31,105,1,94025,1,4/00,7,No,331,No,No,Yes,No
35,40,3,93943,1,0/90,9,No,0,No,No,Yes,Yes
63,10,2,90095,1,0/40,37,No,0,No,No,Yes,No
29,102,2,90245,1,3/30,4,No,303,No,No,No,No
57,31,3,94143,2,0/10,32,No,0,No,No,Yes,No
30,30,4,90245,1,0/80,5,No,158,No,No,Yes,No
33,21,1,90095,3,0/60,7,No,0,Yes,No,No,No
62,44,2,92867,1,0/30,36,No,0,No,No,No,No
35,48,1,95060,3,2/50,10,No,164,No,No,Yes,No
37,21,3,94604,2,0/20,11,No,0,No,No,Yes,No
37,84,4,90266,2,2/20,11,No,0,No,No,Yes,Yes
35,64,3,94306,2,0/70,10,No,230,No,No,Yes,No
35,82,1,94720,1,2/50,9,No,138,No,No,No,No
59,39,4,95616,1,1/30,35,No,0,No,No,Yes,No
53,45,2,90405,3,0/80,27,No,0,No,No,Yes,Yes
45,133,4,92056,3,5/70,21,Yes,0,No,Yes,Yes,Yes
46,152,2,90009,1,1/40,22,No,0,No,No,Yes,No
40,12,1,90033,1,1/00,16,No,91,Yes,No,No,No
42,32,3,94112,1,1/50,16,No,149,No,No,Yes,No
25,74,4,94085,1,2/60,1,No,204,No,No,No,No
39,54,2,92037,2,1/10,14,No,159,No,No,No,Yes
30,181,3,94542,2,4/10,6,Yes,0,No,Yes,Yes,Yes
58,75,2,90034,3,0/00,33,No,0,No,No,Yes,No
41,95,3,91101,1,0/10,15,No,240,Yes,No,No,No
37,190,4,94305,2,7/30,11,Yes,565,No,Yes,Yes,No
36,90,1,94709,1,2/80,11,No,0,No,No,Yes,No
27,20,4,95616,1,1/00,3,No,134,No,No,Yes,Yes
60,64,3,95014,3,2/20,34,No,0,No,No,No,No
62,85,2,90019,3,1/70,36,No,98,No,No,No,No
67,105,4,93711,2,1/70,43,No,0,No,No,Yes,No
44,21,1,90840,1,0/20,18,No,0,No,No,Yes,No
45,158,2,94085,1,6/67,21,No,132,No,No,Yes,Yes
58,125,1,94720,1,4/30,34,No,219,No,No,No,No
61,81,3,95449,2,1/80,36,No,0,No,No,Yes,No
54,183,1,93105,1,8/10,29,No,0,No,No,Yes,Yes
28,54,4,94550,2,0/60,3,No,0,No,No,Yes,No
49,79,4,94025,3,3/60,24,No,212,No,No,Yes,No
35,38,1,91706,2,1/50,11,No,136,No,No,Yes,No
36,172,4,94704,2,1/00,10,Yes,295,No,No,Yes,No
34,184,3,93106,1,7/50,8,Yes,0,No,No,No,No
36,158,2,95054,1,7/80,11,No,114,No,No,Yes,Yes
35,188,1,94596,3,0/90,11,Yes,282,No,No,Yes,No
27,20,4,95064,3,0/50,2,No,0,No,No,Yes,No
42,60,4,92677,3,0/20,18,No,151,No,No,No,Yes
65,113,4,92096,3,2/40,39,No,0,No,No,Yes,No
29,70,4,93101,1,0/00,5,No,0,No,No,Yes,Yes
65,84,2,95762,3,0/00,41,No,0,No,No,Yes,Yes
59,23,2,94002,3,0/20,33,No,0,No,No,Yes,No
46,141,2,90089,1,3/30,22,No,0,Yes,Yes,Yes,Yes
59,110,3,90007,1,4/40,33,No,264,No,No,Yes,No
52,31,4,94923,1,1/80,26,No,0,No,No,Yes,Yes
60,22,1,92660,1,1/30,35,No,80,No,No,No,No
43,91,1,95134,1,5/20,17,No,0,Yes,No,No,No
65,82,4,94131,3,2/40,39,No,252,No,No,Yes,No
50,23,1,92630,1,0/30,26,No,0,No,No,No,No
48,35,1,93943,1,0/10,23,No,0,Yes,No,Yes,No
49,114,1,91380,3,2/50,25,Yes,0,No,No,Yes,No
58,18,3,94402,2,0/10,33,No,0,No,No,Yes,Yes
58,74,2,95817,3,2/30,32,No,0,No,No,No,Yes
45,122,4,94590,2,4/10,19,Yes,0,No,No,Yes,No
42,73,3,94545,2,2/33,15,No,0,No,No,No,No
64,40,2,96064,1,1/10,40,No,0,No,No,Yes,No
49,55,4,92103,3,0/10,25,No,0,No,No,Yes,No
55,69,1,90089,2,2/70,31,No,0,Yes,No,No,Yes
40,92,4,90024,2,1/40,14,No,0,No,No,Yes,No
